Isotope,Energy (keV),XS (mb),Compound
00U,1159.7,4.614,238U
00U,468.7,4.479,238U
00U,1584.9,4.072,238U
00U,381.1,4.072,238U
00U,1413.3,3.936,238U
00U,1456.5,3.8,238U
00U,1905.8,3.8,238U
00U,370.0,3.664,238U
00U,1360.8,3.664,238U
00U,1248.5,3.257,238U
00U,1613.6,3.257,238U
00U,1780.5,3.257,238U
00U,1676.2,2.986,238U
00U,1718.1,2.986,238U
00U,1113.6,2.986,238U
00U,1263.6,2.714,238U
00U,1103.6,2.172,238U
00U,1524.5,2.172,238U
00U,1549.1,1.9,238U
