Isotope,Energy (keV),XS or I,Info
128Te,1815.6,0.1818,"(n,g) I-S"
128Te,981.6,0.1818,"(n,g) I-S"
128Te,637.61,0.1818,"(n,g) I-S"
128Te,3601.1,0.1818,"(n,g) I-S"
128Te,380.2,0.1591,"(n,g) I-S"
128Te,2741.4,0.1591,"(n,g) I-S"
128Te,945.7,0.1591,"(n,g) I-S"
128Te,437.4,0.1591,"(n,g) I-S"
128Te,439.9,0.1591,"(n,g) I-S"
128Te,4374.6,0.1591,"(n,g) I-S"
128Te,443.5,0.1364,"(n,g) I-S"
128Te,4120.5,0.1364,"(n,g) I-S"
128Te,3546.6,0.1136,"(n,g) I-S"
128Te,427.7,0.1136,"(n,g) I-S"
128Te,1987.6,0.1136,"(n,g) I-S"
128Te,391.6,0.1136,"(n,g) I-S"
128Te,188.42,0.1136,"(n,g) I-S"
128Te,230.1,0.0909,"(n,g) I-S"
128Te,857.1,0.0909,"(n,g) I-S"
130Te,296.01,100,"(n,g) I-S"
130Te,3346.76,67.086,"(n,g) I-P"
130Te,2286.48,56.1845,"(n,g) I-S"
130Te,2927.33,30.8386,"(n,g) I-P"
130Te,3417.32,16.3941,"(n,g) I-P"
130Te,2705.86,15.0524,"(n,g) I-S"
130Te,642.28,13.3333,"(n,g) I-S"
130Te,2582.58,10.2096,"(n,g) I-S"
130Te,3001.87,10.1468,"(n,g) I-S"
130Te,2215.93,9.4549,"(n,g) I-S"
130Te,698.07,8.0084,"(n,g) I-S"
130Te,854.39,7.4214,"(n,g) I-S"
130Te,2512.05,6.8134,"(n,g) I-S"
130Te,1384.22,5.87,"(n,g) I-P"
130Te,1041.68,5.87,"(n,g) I-S"
130Te,2239.64,4.1509,"(n,g) I-P"
130Te,1050.91,4.13,"(n,g) I-S"
130Te,2361.05,3.7107,"(n,g) I-P"
130Te,1207.11,3.6897,"(n,g) I-S"
130Te,1859,3.6268,"(n,g) I-P"
130Te,4545.37,3.2285,"(n,g) I-S"
130Te,1892.7,3.1447,"(n,g) I-P"
130Te,1951.05,3.1237,"(n,g) I-S"
130Te,408.49,3.1237,"(n,g) I-S"
130Te,2327.62,2.956,"(n,g) I-P"
130Te,3689.99,2.8931,"(n,g) I-S"
130Te,1643.55,2.8721,"(n,g) I-P"
130Te,754.89,2.8512,"(n,g) I-S"
130Te,1370.95,2.8092,"(n,g) I-P"
130Te,4246.5,2.6415,"(n,g) I-P"
130Te,1683.5,2.5786,"(n,g) I-S"
130Te,3175.24,2.4528,"(n,g) I-P"
130Te,2305.6,2.3899,"(n,g) I-P"
130Te,619.93,2.327,"(n,g) I-S"
130Te,1690.46,2.3061,"(n,g) I-P"
130Te,2382.47,2.1803,"(n,g) I-P"
130Te,3223,2.1174,"(n,g) I-P"
130Te,1366.2,1.9078,"(n,g) I-P"
130Te,1040.84,1.8868,"(n,g) I-S"
130Te,2996.59,1.8868,"(n,g) I-P"
130Te,1675.83,1.8868,"(n,g) I-P"
130Te,3642.43,1.8449,"(n,g) I-S"
130Te,3989.6,1.761,"(n,g) I-S"
130Te,4558.65,1.7191,"(n,g) I-S"
130Te,1990.78,1.6771,"(n,g) I-P"
130Te,3774.47,1.6562,"(n,g) I-S"
130Te,1469.77,1.6352,"(n,g) I-S"
130Te,1721.54,1.5933,"(n,g) I-S"
130Te,3381.55,1.5723,"(n,g) I-P"
130Te,1399,1.5514,"(n,g) I-S"
130Te,1284.03,1.5304,"(n,g) I-P"
130Te,756.7,1.5094,"(n,g) I-S"
130Te,3740.4,1.5094,"(n,g) I-S"
130Te,1795.94,1.4465,"(n,g) I-S"
130Te,4249.5,1.4465,"(n,g) I-S"
130Te,3327.4,1.4046,"(n,g) I-S"
130Te,2925.64,1.3836,"(n,g) I-S"
130Te,5074.92,1.3836,"(n,g) I-P"
130Te,2092.1,1.3208,"(n,g) I-S"
130Te,1531.66,1.2579,"(n,g) I-S"
130Te,2456.7,1.2369,"(n,g) I-S"
130Te,1629.1,1.2159,"(n,g) I-P"
130Te,1820.36,1.195,"(n,g) I-P"
130Te,857.15,1.174,"(n,g) I-S"
130Te,1440.3,1.153,"(n,g) I-P"
130Te,2261.06,1.153,"(n,g) I-P"
130Te,1604.81,1.153,"(n,g) I-P"
130Te,943.44,1.153,"(n,g) I-S"
130Te,3912.6,1.1321,"(n,g) I-P"
130Te,828.59,1.0901,"(n,g) I-S"
130Te,2015.9,1.0692,"(n,g) I-S"
130Te,1485,1.0692,"(n,g) I-S"
130Te,2231.07,1.0482,"(n,g) I-S"
130Te,3698.15,1.0482,"(n,g) I-S"
130Te,2548.26,1.0063,"(n,g) I-S"
130Te,3667.8,0.9853,"(n,g) I-S"
130Te,1942.4,0.9644,"(n,g) I-P"
130Te,1951.3,0.9644,"(n,g) I-S"
130Te,875.61,0.9644,"(n,g) I-S"
130Te,1483.4,0.9644,"(n,g) I-P"
130Te,419.44,0.9644,"(n,g) I-S"
130Te,2410.1,0.9434,"(n,g) I-S"
130Te,4109.1,0.9224,"(n,g) I-S"
130Te,1409.42,0.9015,"(n,g) I-P"
130Te,1780.89,0.9015,"(n,g) I-S"
130Te,1855.82,0.8805,"(n,g) I-S"
130Te,1196.71,0.8805,"(n,g) I-P"
130Te,3957.65,0.8805,"(n,g) I-S"
130Te,1456.8,0.8805,"(n,g) I-P"
130Te,4531.48,0.8805,"(n,g) I-S"
130Te,4267,0.8595,"(n,g) I-S"
130Te,3547.1,0.8595,"(n,g) I-S"
130Te,1564.73,0.8386,"(n,g) I-P"
130Te,1702.45,0.8386,"(n,g) I-S"
130Te,1901.02,0.8176,"(n,g) I-P"
130Te,4207.3,0.8176,"(n,g) I-P"
130Te,1382.1,0.7966,"(n,g) I-S"
130Te,2165.96,0.7966,"(n,g) I-P"
130Te,4073.4,0.7966,"(n,g) I-P"
130Te,3471,0.7757,"(n,g) I-P"
130Te,3837.27,0.7757,"(n,g) I-P"
130Te,1940.4,0.7757,"(n,g) I-S"
130Te,3938.81,0.7757,"(n,g) I-S"
130Te,558.2,0.7757,"(n,g) I-S"
130Te,1650.7,0.7547,"(n,g) I-P"
130Te,3978.2,0.7547,"(n,g) I-P"
130Te,900.85,0.7547,"(n,g) I-S"
130Te,2191.63,0.7338,"(n,g) I-P"
130Te,4870.1,0.7338,"(n,g) I-S"
130Te,4646,0.7338,"(n,g) I-S"
130Te,959.02,0.7338,"(n,g) I-P"
130Te,4253.5,0.7128,"(n,g) I-S"
130Te,1873.8,0.7128,"(n,g) I-S"
130Te,2422.01,0.7128,"(n,g) I-P"
130Te,984.46,0.6918,"(n,g) I-P"
130Te,4239.9,0.6918,"(n,g) I-S"
130Te,567.07,0.6918,"(n,g) I-S"
130Te,3305.41,0.6918,"(n,g) I-S"
130Te,2546.6,0.6918,"(n,g) I-S"
130Te,2742.34,0.6709,"(n,g) I-P"
130Te,1397.95,0.6709,"(n,g) I-P"
130Te,910.59,0.6709,"(n,g) I-S"
130Te,738.87,0.6499,"(n,g) I-S"
130Te,1183.65,0.6289,"(n,g) I-S"
130Te,1279.46,0.6289,"(n,g) I-P"
130Te,4887.7,0.6289,"(n,g) I-P"
130Te,1151.07,0.6289,"(n,g) I-S"
130Te,1805.1,0.608,"(n,g) I-S"
130Te,1602.9,0.608,"(n,g) I-S"
130Te,355.89,0.608,"(n,g) I-S"
130Te,1135.13,0.587,"(n,g) I-S"
130Te,1751.51,0.587,"(n,g) I-S"
130Te,1075.99,0.587,"(n,g) I-S"
130Te,3602,0.587,"(n,g) I-S"
130Te,3944,0.587,"(n,g) I-S"
130Te,1504.32,0.566,"(n,g) I-P"
130Te,907.57,0.5451,"(n,g) I-S"
130Te,2147.5,0.5451,"(n,g) I-S"
130Te,4193.5,0.5451,"(n,g) I-S"
130Te,1868.08,0.5451,"(n,g) I-P"
130Te,726.84,0.5241,"(n,g) I-S"
130Te,3568.1,0.5241,"(n,g) I-S"
130Te,1689.4,0.5241,"(n,g) I-S"
130Te,1359.34,0.5241,"(n,g) I-S"
130Te,2361.1,0.5241,"(n,g) I-S"
130Te,4149.4,0.5241,"(n,g) I-S"
130Te,1444.12,0.5031,"(n,g) I-S"
130Te,2623,0.5031,"(n,g) I-S"
130Te,2959.28,0.5031,"(n,g) I-S"
130Te,3155.3,0.4822,"(n,g) I-S"
130Te,1528.04,0.4822,"(n,g) I-S"
130Te,4028.8,0.4822,"(n,g) I-S"
130Te,211.7,0.4822,"(n,g) I-S"
130Te,2200.56,0.4822,"(n,g) I-S"
130Te,2783.1,0.4822,"(n,g) I-P"
130Te,1211.85,0.4822,"(n,g) I-S"
130Te,1112.84,0.4822,"(n,g) I-S"
130Te,1097.4,0.4822,"(n,g) I-S"
130Te,1450.8,0.4822,"(n,g) I-S"
130Te,1346.22,0.4612,"(n,g) I-P"
130Te,2495.4,0.4612,"(n,g) I-S"
130Te,1477,0.4612,"(n,g) I-S"
130Te,804.96,0.4612,"(n,g) I-S"
130Te,2797.8,0.4403,"(n,g) I-S"
130Te,1588.48,0.4403,"(n,g) I-S"
130Te,2758.5,0.4403,"(n,g) I-P"
130Te,744.49,0.4403,"(n,g) I-S"
130Te,4349.4,0.4403,"(n,g) I-S"
130Te,1059.73,0.4403,"(n,g) I-P"
130Te,1642.3,0.4193,"(n,g) I-S"
130Te,1608.27,0.4193,"(n,g) I-S"
130Te,4597.2,0.4193,"(n,g) I-S"
130Te,2144.1,0.4193,"(n,g) I-S"
130Te,1035.29,0.4193,"(n,g) I-P"
130Te,1542.84,0.4193,"(n,g) I-S"
130Te,929.35,0.4193,"(n,g) I-S"
130Te,791.62,0.3983,"(n,g) I-S"
130Te,917.52,0.3983,"(n,g) I-S"
130Te,4278.9,0.3983,"(n,g) I-S"
130Te,1221.93,0.3983,"(n,g) I-P"
130Te,1315.29,0.3983,"(n,g) I-S"
130Te,1663.9,0.3983,"(n,g) I-S"
130Te,2161.2,0.3983,"(n,g) I-S"
130Te,625.23,0.3983,"(n,g) I-S"
130Te,2665,0.3774,"(n,g) I-S"
130Te,4224.5,0.3774,"(n,g) I-S"
130Te,515,0.3774,"(n,g) I-S"
130Te,3691.1,0.3774,"(n,g) I-S"
130Te,1292.7,0.3774,"(n,g) I-S"
130Te,1405.4,0.3774,"(n,g) I-S"
130Te,1905.02,0.3774,"(n,g) I-S"
130Te,3635.6,0.3774,"(n,g) I-S"
130Te,1128.14,0.3774,"(n,g) I-P"
130Te,3690.9,0.3774,"(n,g) I-S"
130Te,1073.1,0.3774,"(n,g) I-P"
130Te,1556.52,0.3774,"(n,g) I-S"
130Te,2671.3,0.3774,"(n,g) I-S"
130Te,4004.3,0.3774,"(n,g) I-S"
130Te,2549.7,0.3774,"(n,g) I-S"
130Te,4563.1,0.3564,"(n,g) I-S"
130Te,3393.93,0.3564,"(n,g) I-S"
130Te,3402.4,0.3564,"(n,g) I-S"
130Te,965.17,0.3564,"(n,g) I-P"
130Te,2932.8,0.3564,"(n,g) I-S"
130Te,632.03,0.3564,"(n,g) I-S"
130Te,490.74,0.3564,"(n,g) I-S"
130Te,4176.3,0.3354,"(n,g) I-S"
130Te,953.71,0.3354,"(n,g) I-S"
130Te,1890.5,0.3145,"(n,g) I-S"
130Te,490.03,0.3145,"(n,g) I-S"
130Te,2349.2,0.3145,"(n,g) I-S"
130Te,3258.2,0.3145,"(n,g) I-P"
130Te,3986.9,0.3145,"(n,g) I-S"
130Te,3478.6,0.3145,"(n,g) I-S"
130Te,4445.8,0.3145,"(n,g) I-S"
130Te,1742.05,0.3145,"(n,g) I-S"
130Te,757.3,0.2935,"(n,g) I-P"
130Te,2251.5,0.2935,"(n,g) I-S"
130Te,1159.2,0.2935,"(n,g) I-S"
130Te,2504.7,0.2935,"(n,g) I-S"
130Te,1019.4,0.2935,"(n,g) I-S"
130Te,475.33,0.2935,"(n,g) I-S"
130Te,5172.3,0.2935,"(n,g) I-S"
130Te,880.78,0.2935,"(n,g) I-P"
130Te,4733.1,0.2935,"(n,g) I-S"
130Te,5048,0.2935,"(n,g) I-S"
130Te,1960.1,0.2935,"(n,g) I-S"
130Te,4877.2,0.2935,"(n,g) I-P"
130Te,1540.5,0.2935,"(n,g) I-S"
130Te,3526.9,0.2935,"(n,g) I-S"
130Te,3507.6,0.2935,"(n,g) I-S"
130Te,1496.78,0.2935,"(n,g) I-S"
130Te,1770.25,0.2935,"(n,g) I-S"
130Te,868,0.2935,"(n,g) I-S"
130Te,4060.7,0.2725,"(n,g) I-S"
130Te,779.28,0.2725,"(n,g) I-S"
130Te,986.73,0.2725,"(n,g) I-S"
130Te,661.9,0.2725,"(n,g) I-S"
130Te,1678.5,0.2725,"(n,g) I-S"
130Te,2863.13,0.2725,"(n,g) I-S"
130Te,2581.8,0.2725,"(n,g) I-S"
130Te,900.9,0.2725,"(n,g) I-S"
130Te,1267.6,0.2725,"(n,g) I-S"
130Te,1800.9,0.2725,"(n,g) I-S"
130Te,4519.9,0.2725,"(n,g) I-S"
130Te,1161.8,0.2725,"(n,g) I-S"
130Te,4674.4,0.2516,"(n,g) I-S"
130Te,2636.21,0.2516,"(n,g) I-S"
130Te,3981.7,0.2516,"(n,g) I-S"
130Te,1277.3,0.2516,"(n,g) I-S"
130Te,807.8,0.2516,"(n,g) I-S"
130Te,1515.6,0.2516,"(n,g) I-S"
130Te,1817.3,0.2516,"(n,g) I-S"
130Te,1756.08,0.2516,"(n,g) I-S"
130Te,3189.8,0.2516,"(n,g) I-S"
130Te,670.29,0.2516,"(n,g) I-S"
130Te,4721.7,0.2516,"(n,g) I-P"
130Te,1071.7,0.2516,"(n,g) I-S"
130Te,3170.6,0.2306,"(n,g) I-S"
130Te,3471.3,0.2306,"(n,g) I-S"
130Te,3283,0.2306,"(n,g) I-S"
130Te,636.8,0.2306,"(n,g) I-S"
130Te,3682.4,0.2306,"(n,g) I-S"
130Te,2743.4,0.2306,"(n,g) I-S"
130Te,823.85,0.2306,"(n,g) I-S"
130Te,4070.4,0.2306,"(n,g) I-S"
130Te,1079.58,0.2306,"(n,g) I-S"
130Te,4454.1,0.2306,"(n,g) I-S"
130Te,1470.2,0.2306,"(n,g) I-S"
130Te,1524.5,0.2306,"(n,g) I-S"
130Te,4036.2,0.2306,"(n,g) I-S"
130Te,2162.2,0.2306,"(n,g) I-S"
130Te,1475.7,0.2306,"(n,g) I-P"
130Te,1226.18,0.2306,"(n,g) I-S"
130Te,3181,0.2096,"(n,g) I-S"
130Te,1309.2,0.2096,"(n,g) I-S"
130Te,2647.1,0.2096,"(n,g) I-S"
130Te,2097.1,0.2096,"(n,g) I-S"
130Te,1180.6,0.2096,"(n,g) I-S"
130Te,525.87,0.2096,"(n,g) I-S"
130Te,1414.3,0.2096,"(n,g) I-S"
130Te,3447.8,0.2096,"(n,g) I-S"
130Te,4876.5,0.2096,"(n,g) I-S"
130Te,619.8,0.2096,"(n,g) I-S"
130Te,2706.4,0.2096,"(n,g) I-S"
130Te,1703.3,0.1887,"(n,g) I-S"
130Te,3131.9,0.1887,"(n,g) I-S"
130Te,829.2,0.1887,"(n,g) I-S"
130Te,1665,0.1887,"(n,g) I-S"
130Te,1492.6,0.1887,"(n,g) I-P"
130Te,4668.1,0.1887,"(n,g) I-S"
130Te,1484,0.1887,"(n,g) I-S"
130Te,3468.6,0.1887,"(n,g) I-S"
130Te,861.61,0.1887,"(n,g) I-S"
130Te,1476.33,0.1887,"(n,g) I-S"
130Te,3212.5,0.1887,"(n,g) I-S"
130Te,1483,0.1887,"(n,g) I-S"
130Te,1571.6,0.1887,"(n,g) I-S"
130Te,455.59,0.1887,"(n,g) I-S"
130Te,2652.8,0.1887,"(n,g) I-S"
130Te,4286.9,0.1887,"(n,g) I-S"
130Te,3372.4,0.1887,"(n,g) I-S"
130Te,1071.8,0.1887,"(n,g) I-S"
130Te,837.06,0.1887,"(n,g) I-S"
130Te,4028.6,0.1887,"(n,g) I-S"
130Te,2746.1,0.1887,"(n,g) I-S"
130Te,2754,0.1887,"(n,g) I-S"
130Te,3025.9,0.1887,"(n,g) I-S"
130Te,2556.3,0.1887,"(n,g) I-S"
130Te,3812.2,0.1887,"(n,g) I-S"
130Te,2705,0.1887,"(n,g) I-S"
130Te,3762.8,0.1887,"(n,g) I-S"
130Te,3732.4,0.1887,"(n,g) I-S"
130Te,4188.2,0.1887,"(n,g) I-S"
130Te,1230.1,0.1887,"(n,g) I-S"
130Te,4438,0.1887,"(n,g) I-S"
130Te,2617.6,0.1887,"(n,g) I-S"
130Te,2713.6,0.1887,"(n,g) I-S"
130Te,3623.3,0.1677,"(n,g) I-S"
130Te,547.31,0.1677,"(n,g) I-S"
130Te,708.6,0.1677,"(n,g) I-S"
130Te,4648.9,0.1677,"(n,g) I-S"
130Te,4157.7,0.1677,"(n,g) I-S"
130Te,1582.9,0.1677,"(n,g) I-S"
130Te,2472.5,0.1677,"(n,g) I-S"
130Te,860.7,0.1677,"(n,g) I-S"
130Te,1241,0.1677,"(n,g) I-S"
130Te,1737.8,0.1677,"(n,g) I-S"
130Te,985.65,0.1677,"(n,g) I-S"
130Te,2209.3,0.1677,"(n,g) I-S"
130Te,1901.1,0.1677,"(n,g) I-S"
130Te,3175,0.1677,"(n,g) I-S"
130Te,2332.1,0.1468,"(n,g) I-S"
130Te,4574.6,0.1468,"(n,g) I-S"
130Te,1187.3,0.1468,"(n,g) I-S"
130Te,1170.9,0.1468,"(n,g) I-S"
130Te,3683.5,0.1468,"(n,g) I-S"
130Te,2689.3,0.1468,"(n,g) I-S"
130Te,3571.4,0.1468,"(n,g) I-S"
130Te,2648.4,0.1468,"(n,g) I-S"
130Te,1405.7,0.1468,"(n,g) I-S"
130Te,4092.2,0.1468,"(n,g) I-S"
130Te,1615.9,0.1468,"(n,g) I-S"
130Te,2544.3,0.1468,"(n,g) I-S"
130Te,586.05,0.1468,"(n,g) I-S"
130Te,3393.93,0.1468,"(n,g) I-S"
130Te,229.9,0.1468,"(n,g) I-S"
130Te,3759.4,0.1258,"(n,g) I-S"
130Te,2828.7,0.1258,"(n,g) I-S"
130Te,2830.6,0.1258,"(n,g) I-S"
130Te,1213.2,0.1258,"(n,g) I-S"
130Te,2291.9,0.1258,"(n,g) I-S"
130Te,950.5,0.1258,"(n,g) I-S"
130Te,3921.5,0.1258,"(n,g) I-S"
130Te,1064.69,0.1258,"(n,g) I-S"
130Te,2599.7,0.1258,"(n,g) I-S"
130Te,1024.1,0.1258,"(n,g) I-S"
130Te,2530.6,0.1258,"(n,g) I-S"
130Te,1041.5,0.1258,"(n,g) I-S"
130Te,909.97,0.1258,"(n,g) I-S"
130Te,1000.9,0.1258,"(n,g) I-S"
130Te,1505.3,0.1258,"(n,g) I-S"
130Te,324.3,0.1258,"(n,g) I-S"
130Te,3271.6,0.1258,"(n,g) I-S"
130Te,3257.9,0.1258,"(n,g) I-S"
130Te,3405.6,0.1258,"(n,g) I-S"
130Te,3250.9,0.1258,"(n,g) I-S"
130Te,3437.6,0.1258,"(n,g) I-S"
130Te,310.9,0.1258,"(n,g) I-S"
130Te,3234.1,0.1258,"(n,g) I-S"
130Te,1629.6,0.1258,"(n,g) I-S"
130Te,3203.5,0.1258,"(n,g) I-S"
130Te,3471.7,0.1258,"(n,g) I-S"
130Te,3482.5,0.1258,"(n,g) I-S"
130Te,1532.3,0.1258,"(n,g) I-S"
130Te,3643.6,0.1258,"(n,g) I-S"
130Te,1488.3,0.1258,"(n,g) I-S"
130Te,332.2,0.1258,"(n,g) I-S"
130Te,3592.3,0.1258,"(n,g) I-S"
130Te,4558.9,0.1258,"(n,g) I-S"
130Te,3058.8,0.1258,"(n,g) I-S"
130Te,4489.2,0.1258,"(n,g) I-S"
130Te,1303.9,0.1258,"(n,g) I-S"
130Te,1302.13,0.1048,"(n,g) I-S"
130Te,2269.7,0.1048,"(n,g) I-S"
130Te,4214.3,0.1048,"(n,g) I-S"
130Te,335.9,0.1048,"(n,g) I-S"
130Te,4069,0.1048,"(n,g) I-S"
130Te,1250.8,0.1048,"(n,g) I-S"
130Te,4324.9,0.1048,"(n,g) I-S"
130Te,457.2,0.1048,"(n,g) I-S"
130Te,853.2,0.1048,"(n,g) I-S"
130Te,4065,0.1048,"(n,g) I-S"
130Te,739.4,0.1048,"(n,g) I-S"
130Te,3273.4,0.1048,"(n,g) I-S"
130Te,3146,0.1048,"(n,g) I-S"
130Te,3095.7,0.1048,"(n,g) I-S"
130Te,3093.9,0.1048,"(n,g) I-S"
130Te,3055.1,0.1048,"(n,g) I-S"
130Te,926.2,0.1048,"(n,g) I-S"
130Te,2927,0.1048,"(n,g) I-S"
130Te,3737.7,0.1048,"(n,g) I-S"
130Te,755.4,0.1048,"(n,g) I-S"
130Te,3658.5,0.1048,"(n,g) I-S"
130Te,3175.4,0.1048,"(n,g) I-S"
130Te,998.2,0.1048,"(n,g) I-S"
130Te,813.3,0.0839,"(n,g) I-S"
130Te,3533.3,0.0839,"(n,g) I-S"
130Te,799.6,0.0839,"(n,g) I-S"
130Te,419.9,0.0839,"(n,g) I-S"
130Te,1375.1,0.0839,"(n,g) I-S"
130Te,4649.9,0.0839,"(n,g) I-S"
130Te,4148,0.0839,"(n,g) I-P"
130Te,616.4,0.0839,"(n,g) I-S"
130Te,789,0.0839,"(n,g) I-S"
130Te,3511.9,0.0839,"(n,g) I-S"
130Te,3019.9,0.0839,"(n,g) I-S"
130Te,4287.1,0.0839,"(n,g) I-S"
130Te,2691.2,0.0839,"(n,g) I-S"
130Te,3250,0.0839,"(n,g) I-S"
130Te,3312.7,0.0839,"(n,g) I-S"
130Te,2768.2,0.0839,"(n,g) I-S"
130Te,496.5,0.0839,"(n,g) I-S"
130Te,545.8,0.0839,"(n,g) I-S"
130Te,1492.9,0.0629,"(n,g) I-S"
130Te,3499.8,0.0629,"(n,g) I-S"
130Te,815,0.0629,"(n,g) I-S"
130Te,1459.7,0.0629,"(n,g) I-S"
130Te,352.5,0.0629,"(n,g) I-S"
130Te,3590.2,0.0629,"(n,g) I-S"
130Te,1935.7,0.0629,"(n,g) I-S"
130Te,4354,0.0629,"(n,g) I-S"
130Te,2903,0.0629,"(n,g) I-S"
130Te,544.3,0.0629,"(n,g) I-S"
130Te,4582.1,0.0419,"(n,g) I-S"
130Te,3831,0.0419,"(n,g) I-S"
130Te,3030.1,0.0419,"(n,g) I-S"
130Te,4364.2,0.0419,"(n,g) I-S"
130Te,1050.2,0.0419,"(n,g) I-S"
130Te,3483.5,0.0419,"(n,g) I-S"
130Te,227.1,0.0419,"(n,g) I-S"
130Te,3791.5,0.0419,"(n,g) I-S"
130Te,2685.9,0.021,"(n,g) I-S"
130Te,3442,0.021,"(n,g) I-S"
127I,5559.67,100,"(n,g) I-P"
127I,5197.96,91.6759,"(n,g) I-P"
127I,6307.53,63.929,"(n,g) I-P"
127I,6692.36,56.2708,"(n,g) I-P"
127I,5574.51,53.8291,"(n,g) I-P"
127I,5725.94,52.6082,"(n,g) I-P"
127I,4950.1,50.0555,"(n,g) I-P"
127I,5298.25,49.2786,"(n,g) I-P"
127I,5463.46,47.7248,"(n,g) I-P"
127I,5482.86,45.616,"(n,g) I-P"
127I,5091.99,43.1743,"(n,g) I-P"
127I,6390.51,30.0777,"(n,g) I-P"
127I,5096.36,29.6337,"(n,g) I-P"
127I,5579.17,28.4129,"(n,g) I-P"
127I,5018.65,28.0799,"(n,g) I-P"
127I,4937.2,27.7469,"(n,g) I-S"
127I,5000.44,27.636,"(n,g) I-P"
127I,5272.09,25.4162,"(n,g) I-S"
127I,5210.09,25.1942,"(n,g) I-P"
127I,6681.98,25.1942,"(n,g) I-P"
127I,5741.47,24.6393,"(n,g) I-P"
127I,6271.59,22.9745,"(n,g) I-P"
127I,4892.98,21.0877,"(n,g) I-P"
127I,6645.61,20.5327,"(n,g) I-P"
127I,5339.21,20.5327,"(n,g) I-P"
127I,5793.98,18.424,"(n,g) I-P"
127I,4879.06,18.202,"(n,g) I-P"
127I,5015.29,17.5361,"(n,g) I-S"
127I,4805.38,17.3141,"(n,g) I-S"
127I,5891.91,17.2031,"(n,g) I-P"
127I,4710.58,16.3152,"(n,g) I-P"
127I,4505.46,14.7614,"(n,g) I-P"
127I,4516.57,14.6504,"(n,g) I-S"
127I,6449.29,14.6504,"(n,g) I-P"
127I,5043.07,14.5394,"(n,g) I-P"
127I,5986,14.2064,"(n,g) I-P"
127I,4603.05,14.0954,"(n,g) I-S"
127I,6697.73,13.9845,"(n,g) I-P"
127I,5524.29,13.7625,"(n,g) I-P"
127I,5384.46,13.5405,"(n,g) I-P"
127I,4758.89,13.3185,"(n,g) I-P"
127I,4542.92,12.4306,"(n,g) I-S"
127I,5495.87,12.3196,"(n,g) I-P"
127I,5287.92,12.2087,"(n,g) I-P"
127I,6688.05,11.8757,"(n,g) I-P"
127I,4851.77,11.7647,"(n,g) I-S"
127I,4783.2,11.7647,"(n,g) I-S"
127I,4954.7,11.7647,"(n,g) I-S"
127I,5997.7,11.6537,"(n,g) I-P"
127I,4670.29,11.4317,"(n,g) I-S"
127I,4545.69,11.4317,"(n,g) I-S"
127I,4756.12,11.3208,"(n,g) I-P"
127I,5029.73,11.0988,"(n,g) I-S"
127I,4625.39,10.8768,"(n,g) I-S"
127I,4600.31,10.6548,"(n,g) I-S"
127I,4659.48,10.2109,"(n,g) I-P"
127I,4872.89,9.9889,"(n,g) I-S"
127I,4651.04,9.9889,"(n,g) I-S"
127I,5110.31,9.8779,"(n,g) I-P"
127I,5657.04,9.323,"(n,g) I-P"
127I,4530.28,9.323,"(n,g) I-S"
127I,5137.42,9.212,"(n,g) I-S"
127I,4584.59,9.212,"(n,g) I-S"
127I,4748.79,9.101,"(n,g) I-S"
127I,4691.1,9.101,"(n,g) I-S"
127I,4927.7,8.99,"(n,g) I-S"
127I,4523.6,8.99,"(n,g) I-S"
127I,4641.73,8.657,"(n,g) I-S"
127I,4770.85,8.5461,"(n,g) I-S"
127I,4619.41,8.2131,"(n,g) I-P"
127I,5945.04,8.2131,"(n,g) I-P"
127I,4509,8.1021,"(n,g) I-S"
127I,5976.71,8.1021,"(n,g) I-P"
127I,4788.46,7.9911,"(n,g) I-P"
127I,6740.46,7.9911,"(n,g) I-P"
127I,5647.46,7.7691,"(n,g) I-P"
127I,5359.95,7.6582,"(n,g) I-S"
127I,4666.54,7.5472,"(n,g) I-S"
127I,4838.4,7.5472,"(n,g) I-P"
127I,5522.28,7.4362,"(n,g) I-P"
127I,4638.42,7.4362,"(n,g) I-P"
127I,5269.16,7.3252,"(n,g) I-S"
127I,5777.41,7.3252,"(n,g) I-P"
127I,5443.13,7.3252,"(n,g) I-P"
127I,4741.42,7.2142,"(n,g) I-S"
127I,5601.24,7.1032,"(n,g) I-S"
127I,6440.72,7.1032,"(n,g) I-P"
127I,5064.98,6.8812,"(n,g) I-P"
127I,6164.64,6.7703,"(n,g) I-P"
127I,4796.02,6.7703,"(n,g) I-S"
127I,5550.57,6.7703,"(n,g) I-P"
127I,5204.65,6.6593,"(n,g) I-S"
127I,4621.4,6.6593,"(n,g) I-P"
127I,6453.66,6.5483,"(n,g) I-P"
127I,4728.67,6.5483,"(n,g) I-S"
127I,4511.57,6.5483,"(n,g) I-S"
127I,5982.53,6.5483,"(n,g) I-P"
127I,6004.6,6.4373,"(n,g) I-P"
127I,5151.28,6.4373,"(n,g) I-S"
127I,5909.3,6.4373,"(n,g) I-P"
127I,5409.88,6.3263,"(n,g) I-S"
127I,5118.92,6.3263,"(n,g) I-S"
127I,5386.99,6.2153,"(n,g) I-P"
127I,4571.7,6.1043,"(n,g) I-S"
127I,5407.52,5.9933,"(n,g) I-P"
127I,5840.13,5.9933,"(n,g) I-P"
127I,5448.4,5.9933,"(n,g) I-S"
127I,5246.02,5.8824,"(n,g) I-P"
127I,6665.24,5.8824,"(n,g) I-P"
